5.110600000000000000e+04,8.879370000000000118e+02,3.694886267614580220e+02,1.765441168634962992e+02,2.092896853918650546e+00,8.784650368675717136e-01,5.152000000000000000e+04,2.550885731922055868e+02,6.898013173523377395e-01,9.919642857142857428e-01,8.145494375608246518e-01,6.903827471715140440e-01,7.229848291031543139e-03,1.013138142435111464e-03,4.766283375920866150e-01,9.975339482349546705e-01
3.897400000000000000e+04,7.176299999999999955e+02,2.458855940064036076e+02,2.021189229931596287e+02,1.216539205558329506e+00,5.694818257261523575e-01,3.930900000000000000e+04,2.227627392911755067e+02,7.610325704912911382e-01,9.914777786257600312e-01,9.510069116539446865e-01,9.059609213436639052e-01,6.308964797208487831e-03,2.621656125070218925e-03,8.207651910018605168e-01,9.984930334113341077e-01
3.944500000000000000e+04,7.253069999999999027e+02,2.585095736205386743e+02,1.946668500231626808e+02,1.327958887657449516e+00,6.579800494636663943e-01,3.989900000000000000e+04,2.241047385533792919e+02,7.531840140535792649e-01,9.886212687034763302e-01,9.422325141978221685e-01,8.669107894717215101e-01,6.553671533034317702e-03,2.283295214017058705e-03,7.515343169024835124e-01,9.980066755102231513e-01
3.459400000000000000e+04,6.700689999999998463e+02,2.334408876577448098e+02,1.888659908257776578e+02,1.236013358662788386e+00,5.877360433917923066e-01,3.484800000000000000e+04,2.098724584374238873e+02,7.814321210752201985e-01,9.927112029384757008e-01,9.682145228529496217e-01,8.990389838866815753e-01,6.748016640392692778e-03,2.719380651584757044e-03,8.082710945479969489e-01,9.990338702823178263e-01
3.128900000000000000e+04,6.471359999999999673e+02,2.401355453012889996e+02,1.661431133686284909e+02,1.445353589639857494e+00,7.220199637682747085e-01,3.163700000000000000e+04,1.995955713817781714e+02,7.605493437044239524e-01,9.890002212599171560e-01,9.388807330951153274e-01,8.311787875108332946e-01,7.674759349972482166e-03,2.259551964921803317e-03,6.908581768079790075e-01,9.985343457814599422e-01
7.916500000000000000e+04,1.121150000000000091e+03,4.038090315110096071e+02,2.507525212835058426e+02,1.610388718901274663e+00,7.838358479611776675e-01,8.040100000000000000e+04,3.174838713367328182e+02,7.868658555979644031e-01,9.846270568774020404e-01,7.914357020436569856e-01,7.862228096997796456e-01,5.100853047571649555e-03,1.202278641498552179e-03,6.181463064922160244e-01,9.954558386055546437e-01
1.444580000000000000e+05,1.440778000000000020e+03,5.249804748358644702e+02,3.519433714342056874e+02,1.491661776997005751e+00,7.420059826533945690e-01,1.460100000000000000e+05,4.288701879978977445e+02,7.618369564070921474e-01,9.893705910554071448e-01,8.744949886380838366e-01,8.169259783080204951e-01,3.634139160419391518e-03,9.984174061191779248e-04,6.673680540345163781e-01,9.954874173921604008e-01
3.310300000000000000e+04,6.735019999999999527e+02,2.516665947602656104e+02,1.679170796046754219e+02,1.498755191269169229e+00,7.448603707100056592e-01,3.347400000000000000e+04,2.052998992921528156e+02,7.385765283355645305e-01,9.889167712254286480e-01,9.170635636710862126e-01,8.157614223203476511e-01,7.602531334328176300e-03,2.076780682887213649e-03,6.654666981461165864e-01,9.973716684632452090e-01
8.192900000000000000e+04,1.162587999999999965e+03,4.435277302937052468e+02,2.366011818691841597e+02,1.874579521495923551e+00,8.458297324730651434e-01,8.301900000000000000e+04,3.229787031068877354e+02,6.302376208681739200e-01,9.868704754333345042e-01,7.617208549081020408e-01,7.282040807076716193e-01,5.413562112239930259e-03,9.390210327136676652e-04,5.302811831593051695e-01,9.940542465850625842e-01
3.161200000000000000e+04,6.656910000000000309e+02,2.399569618122694692e+02,1.682363971378922258e+02,1.426308253710358853e+00,7.130524278681994454e-01,3.201100000000000000e+04,2.006231504292761372e+02,8.001417434443657273e-01,9.875355346599606898e-01,8.964301738031906774e-01,8.360797241058328666e-01,7.590692199553001306e-03,2.287978344988955345e-03,6.990293050608857861e-01,9.970312673937575809e-01
